47215708,6473 , 125,25
47215755,5241 , 62,75
47215802,4006 , 31,5
47215834,4742 , 15,875
47215866,5021 , 31,5
47215898,5248 , 62,75
47215930,5723 , 125,25
47215962,5946 , 250,25
47215998,2032 , 312,75
47216045,0793 , 250,25
47216091,9535 , 125,25
47216138,8475 , 62,75
47216185,7355 , 31,5
47216218,1944 , 15,875
47216250,2176 , 31,5
47216282,2399 , 62,75
47216314,2635 , 125,25
47216346,7566 , 250,25
47216385,4174 , 312,75
47216417,8986 , 250,25
47216450,1411 , 125,25
47216482,6381 , 62,75
47216514,6592 , 31,5
47216546,7507 , 15,875
47216583,9276 , 31,5
47216630,8023 , 62,75
47216677,6774 , 125,25
47216724,5419 , 250,25
47216771,4046 , 312,75
47216818,2802 , 250,25
47216850,3816 , 125,25
47216882,4031 , 62,75
47216914,4181 , 31,5
47216946,4366 , 15,875
47216978,464 , 31,5
47217012,1217 , 62,75
47217059,0071 , 125,25
47217105,8754 , 250,25
47217152,7313 , 312,75
47217184,9264 , 250,25
47217217,3537 , 125,25
47217249,3764 , 62,75
47217281,3991 , 31,5
47217313,4223 , 15,875
47217355,5753 , 31,5
47217402,4218 , 62,75
47217434,8974 , 125,25
47217466,9492 , 250,25
47217498,9779 , 312,75
47217530,9895 , 250,25
47217562,9913 , 125,25
47217600,6595 , 62,75
47217647,5278 , 31,5
47217694,3974 , 15,875
47217741,2863 , 31,5
47217788,1623 , 62,75
47217835,0246 , 125,25
47217867,0931 , 250,25
47217899,481 , 312,75
47217931,5499 , 250,25
47217964,005 , 125,25
47217996,4995 , 62,75
47218042,2952 , 31,5
47218089,1605 , 15,875
47218136,0353 , 31,5
47218168,0576 , 62,75
47218200,0812 , 125,25
47218232,103 , 250,25
47218264,5701 , 312,75
47218296,6557 , 250,25
47218328,6699 , 125,25
47218363,8303 , 62,75
47218410,6832 , 31,5
47218457,5584 , 15,875
47218504,4635 , 31,5
47218551,3129 , 62,75
47218598,2039 , 125,25
47218645,0906 , 250,25
47218691,9572 , 312,75
47218738,8127 , 250,25
47218785,7071 , 125,25
47218817,7516 , 62,75
47218849,774 , 31,5
47218881,789 , 15,875
47218913,8057 , 31,5
47218945,8349 , 62,75
47218985,0118 , 125,25
47219017,4327 , 250,25
47219049,9075 , 312,75
47219082,014 , 250,25
47219114,4691 , 125,25
47219146,4918 , 62,75
47219182,644 , 31,5
47219229,5179 , 15,875
47219276,3751 , 31,5
47219323,2707 , 62,75
47219370,1275 , 125,25
47219417,0193 , 250,25
47219463,906 , 312,75
47219510,782 , 250,25
47219557,6563 , 125,25
47219604,5319 , 62,75
47219651,3972 , 31,5
47219683,4187 , 15,875
47219715,4483 , 31,5
47219747,4714 , 62,75
47219779,4941 , 125,25
47219811,5173 , 250,25
47219857,8335 , 312,75
47219904,7005 , 250,25
47219951,5748 , 125,25
47219983,6031 , 62,75
47220015,625 , 31,5
47220047,6477 , 15,875
47220079,6705 , 31,5
47220111,6932 , 62,75
47220145,3586 , 125,25
47220192,2085 , 250,25
47220239,0973 , 312,75
47220285,9755 , 250,25
47220332,8613 , 125,25
47220379,7082 , 62,75
47220426,6048 , 31,5
47220473,4598 , 15,875
47220520,3525 , 31,5
47220567,2118 , 62,75
47220614,1045 , 125,25
47220660,9793 , 250,25
47220707,8651 , 312,75
47220754,7407 , 250,25
47220801,6175 , 125,25
47220833,6612 , 62,75
47220865,6835 , 31,5
47220897,7063 , 15,875
47220929,7294 , 31,5
47220961,744 , 62,75
47220994,4027 , 125,25
47221041,2748 , 250,25
47221088,1508 , 312,75
47221135,0363 , 250,25
47221181,9118 , 125,25
47221228,7887 , 62,75
47221275,6536 , 31,5
47221322,5108 , 15,875
47221369,4048 , 31,5
47221416,2799 , 62,75
47221463,1662 , 125,25
47221510,0418 , 250,25
